Id,Lot Shape,Utilities,Land Slope,Overall Qual,Overall Cond,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Kitchen Qual,Functional,Fireplace Qu,Garage Finish,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence
1874,4,3,3,6,5,3,3,3,3,1,4,3,3,5,3,8,0,3,3,3,3,0,0
111,3,3,3,6,6,3,3,3,3,1,6,1,4,5,3,8,0,2,3,3,3,0,0
1207,3,3,3,4,7,3,3,3,3,1,5,1,5,4,3,8,0,1,3,3,3,0,0
140,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,3
545,3,3,3,8,5,4,3,4,4,1,6,1,5,5,4,8,4,3,3,3,3,0,0
1338,4,3,3,6,7,3,4,3,3,1,3,2,5,5,3,8,0,1,3,3,3,0,4
2873,4,3,3,5,6,3,3,3,3,2,3,1,3,5,3,8,0,1,3,3,1,0,0
924,3,3,3,5,7,3,4,4,3,1,5,1,5,5,3,8,0,1,3,3,3,0,0
844,3,3,3,7,5,4,3,4,3,4,6,1,5,5,4,8,0,2,3,3,3,0,0
901,4,3,3,5,5,3,3,3,3,1,3,1,5,5,3,7,3,1,3,3,3,0,0
2195,4,3,3,6,7,2,3,3,2,1,2,1,5,4,2,8,0,0,0,0,1,0,0
2081,4,3,3,5,5,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,3,0,0
2774,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
2573,4,3,3,5,6,3,3,3,3,3,5,1,3,5,3,8,0,1,3,3,3,0,2
1793,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
882,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
2791,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,3,3,3,3,0,0
297,4,3,3,7,8,4,4,4,3,3,6,1,3,5,5,8,3,3,3,3,3,0,0
509,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
1115,3,3,3,9,5,4,3,4,3,1,1,1,5,5,5,8,4,3,3,3,3,0,0
773,4,3,3,5,7,3,3,3,3,1,5,1,5,5,4,8,0,3,3,3,3,0,3
732,4,3,3,5,7,3,3,3,3,1,1,1,5,5,3,8,4,1,3,3,1,0,0
1552,4,3,3,5,7,3,3,3,3,1,1,1,3,4,3,8,0,2,3,3,3,0,0
226,3,3,3,5,5,3,3,4,3,3,6,1,3,5,3,8,3,3,3,3,3,0,0
2830,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,4,0,1,3,3,3,0,0
2238,4,3,3,5,7,3,3,3,3,1,1,1,5,5,3,8,0,1,2,2,1,0,0
982,4,3,3,6,5,3,4,4,3,3,3,6,5,5,3,8,0,3,3,3,3,0,0
1265,3,3,3,6,6,3,3,3,3,4,6,1,3,5,3,8,0,1,3,3,3,0,0
559,3,3,3,5,5,3,3,3,3,1,3,1,4,5,3,8,0,1,3,3,3,0,3
1203,3,3,3,7,9,5,3,3,3,3,5,1,4,5,5,8,0,2,3,3,3,0,0
2083,3,3,3,4,3,3,3,4,3,4,6,1,3,5,3,8,0,0,0,0,1,0,0
2130,2,3,3,7,5,4,3,4,3,1,6,1,5,5,3,8,2,2,3,3,3,0,0
2455,3,3,3,8,5,4,3,4,4,1,1,1,5,5,4,8,4,3,3,3,3,0,0
535,4,3,3,7,5,4,3,4,4,1,6,1,5,5,4,8,0,2,3,3,3,0,0
2019,4,3,3,7,8,3,3,3,3,1,1,1,5,4,3,8,0,1,3,3,3,0,4
2655,4,3,3,6,7,3,3,2,3,1,3,1,3,5,3,8,0,1,2,3,3,0,2
2391,3,3,3,9,5,5,3,5,4,3,6,1,5,5,5,8,4,2,3,3,3,0,0
154,4,3,3,4,7,3,3,3,3,1,1,1,4,5,3,8,0,1,3,3,1,0,0
999,2,3,3,7,5,3,3,4,3,4,6,1,5,5,3,8,3,1,3,3,3,0,0
1400,4,3,3,7,5,3,3,4,3,1,4,1,5,5,3,8,3,3,3,3,3,0,0
2807,2,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
516,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
1753,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
734,4,3,3,4,6,3,3,3,3,1,4,1,3,5,3,8,0,1,3,3,3,0,0
1209,3,3,3,6,5,3,3,3,3,1,4,1,4,5,3,8,4,2,3,3,3,0,0
1994,4,3,3,5,5,3,3,3,3,1,1,1,3,5,3,6,0,1,3,3,3,0,0
1901,4,3,3,5,7,3,3,3,3,1,2,3,3,5,3,8,0,1,3,3,3,0,3
2413,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
2630,4,3,3,5,4,3,3,3,3,1,6,1,3,5,3,8,0,2,3,3,3,0,0
1428,2,3,3,7,5,4,3,4,3,1,4,6,5,5,4,8,3,1,3,3,3,0,0
1271,4,3,3,5,6,3,3,3,3,1,4,3,4,4,4,8,0,2,3,3,3,0,0
2464,4,3,3,8,5,4,3,4,3,2,1,1,4,5,4,8,4,2,3,3,3,0,0
2653,4,3,3,5,7,3,4,3,3,1,1,1,5,5,4,8,0,1,3,3,3,0,3
1505,4,3,3,4,5,3,3,3,3,3,5,1,3,2,3,8,0,0,0,0,3,0,0
2110,4,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
2386,3,3,3,9,5,4,3,5,3,4,6,1,5,5,4,8,4,3,3,3,3,0,0
1086,3,3,3,6,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
1574,3,3,3,8,5,4,3,5,3,4,6,1,5,5,4,8,0,3,3,3,3,0,0
406,4,3,3,6,6,3,3,3,3,1,3,2,3,5,3,8,0,1,3,3,3,0,0
2757,4,3,3,7,5,4,3,4,4,2,6,1,5,5,4,8,0,2,3,3,3,0,0
2559,4,3,3,5,6,3,3,3,3,2,4,1,3,5,3,7,4,1,3,3,3,0,0
1469,4,3,3,6,5,4,3,4,3,3,6,1,5,5,4,8,0,3,3,3,3,0,0
407,4,3,3,6,8,3,3,3,3,1,5,1,4,5,4,8,0,1,3,3,3,0,0
2300,4,3,3,4,6,3,3,3,3,1,5,1,3,5,3,8,0,1,3,3,3,0,0
731,4,3,3,7,7,4,4,3,3,1,1,1,4,5,5,8,0,1,3,3,3,0,0
2230,3,3,3,6,3,4,3,3,3,1,3,1,3,5,3,4,3,2,3,3,3,0,0
1688,4,3,3,8,5,4,3,5,3,2,1,1,5,5,4,8,4,2,3,3,3,0,0
880,4,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,4,2,3,3,3,0,0
1074,3,3,3,9,5,5,3,5,3,1,6,1,5,5,5,8,5,2,3,3,3,0,0
771,4,3,3,6,5,3,3,3,3,1,2,3,4,5,3,8,3,2,3,3,3,0,0
724,4,3,3,5,6,3,3,3,3,1,2,1,3,5,3,8,0,1,3,3,3,0,1
730,4,3,3,6,6,3,3,3,3,1,1,1,3,4,4,8,4,1,2,3,3,0,2
273,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
2793,4,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,3,1,3,3,3,0,0
1789,4,3,3,8,5,4,3,4,3,3,1,1,5,5,4,8,0,3,3,3,3,0,0
1900,3,3,3,6,5,3,3,3,3,1,1,1,5,4,4,8,4,1,3,3,3,0,4
677,4,3,3,3,4,3,3,0,0,0,0,0,2,4,3,8,0,1,3,3,3,0,0
747,4,3,3,5,5,3,2,3,3,1,2,1,3,5,3,8,0,1,2,3,2,0,0
1038,3,3,3,4,5,3,3,3,3,1,4,1,3,5,3,8,0,1,3,3,3,0,1
1763,4,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,3,3,3,3,3,0,0
1283,4,3,3,5,5,3,3,3,3,1,1,1,5,5,3,8,0,1,3,3,3,0,0
2803,4,3,3,6,5,4,3,4,3,3,6,1,5,5,4,8,0,3,3,3,3,0,0
1927,4,3,3,5,5,3,3,3,3,1,4,1,3,5,3,8,0,1,3,3,3,0,0
1036,4,3,3,4,6,3,3,4,3,2,3,1,3,5,3,8,0,1,3,3,3,0,0
1237,4,3,3,5,7,3,4,3,3,1,3,4,3,5,3,8,0,1,3,3,3,0,0
1375,4,3,3,4,4,3,3,0,0,0,0,0,3,5,3,6,4,3,3,3,1,0,0
1643,3,3,3,10,5,5,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
2453,4,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,3,2,3,3,3,0,0
2129,2,3,3,7,5,4,3,4,3,4,6,1,5,5,4,8,3,2,3,3,3,0,0
2640,4,3,3,6,8,3,3,3,3,1,3,1,5,5,4,8,0,1,3,3,3,0,0
2437,3,3,3,6,5,3,3,4,3,1,1,1,5,5,3,8,3,2,3,3,3,0,0
1123,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
2398,3,3,3,9,5,5,3,5,3,4,6,1,5,5,4,8,4,2,3,3,3,0,0
1420,1,3,3,6,5,4,3,4,3,1,2,1,5,5,4,8,3,3,3,3,3,0,4
2693,4,3,3,5,4,3,3,3,3,1,1,1,5,4,4,8,0,0,0,0,1,0,0
1370,4,3,3,3,3,2,2,3,2,1,1,1,5,3,3,8,0,0,0,0,1,0,0
392,3,3,3,6,6,3,3,3,3,1,1,1,3,5,3,8,3,2,3,3,3,0,4
1351,4,3,3,5,5,3,3,3,3,1,4,6,3,5,3,7,0,1,3,3,3,0,3
246,4,3,2,7,5,4,3,4,3,4,6,1,5,5,4,8,3,2,4,4,3,0,3
802,3,3,2,8,8,4,3,4,3,4,6,1,5,5,4,6,4,3,4,3,3,0,0
1404,3,3,3,6,7,3,3,3,3,3,5,1,4,5,5,8,4,2,3,3,3,0,4
803,3,3,3,7,7,4,3,4,3,2,5,4,4,5,4,8,3,2,3,3,3,0,0
1595,4,3,3,5,6,3,3,4,3,2,1,1,3,5,3,8,4,3,3,3,3,0,0
1319,4,3,3,8,5,3,4,3,2,1,2,1,2,5,3,8,0,0,0,0,3,0,0
2231,3,3,3,8,5,4,3,4,3,1,1,1,4,5,4,8,4,3,4,4,3,4,0
2162,3,3,3,7,5,4,3,4,3,3,1,1,5,5,4,8,0,2,3,3,3,0,0
2622,4,3,3,5,7,3,3,0,0,0,0,0,3,3,3,8,0,1,3,3,3,0,0
1300,4,3,3,5,5,3,3,3,3,1,5,4,5,5,3,8,0,1,3,3,3,0,0
2505,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,2,3,3,3,0,0
582,3,3,3,6,7,3,3,3,3,1,1,1,4,5,4,8,4,2,3,3,3,0,0
1458,3,3,3,8,5,4,3,4,3,2,6,1,5,5,4,8,3,3,3,3,3,0,4
281,4,3,3,4,5,3,3,3,3,1,1,1,5,5,3,8,0,0,0,0,3,0,3
1499,1,3,3,10,5,5,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,3,0
2298,4,3,3,5,7,3,4,4,3,3,5,1,5,5,3,8,0,1,3,3,3,0,0
2580,4,3,3,6,6,3,3,3,3,3,4,1,5,5,3,8,3,3,3,3,3,0,0
568,4,3,3,6,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
1807,4,3,3,6,5,3,3,4,3,1,1,1,5,5,3,8,0,0,0,0,3,0,0
129,4,3,3,6,6,3,4,3,3,1,3,1,3,5,3,8,4,1,3,3,3,0,0
2294,3,3,2,6,6,3,3,4,3,4,6,1,3,5,3,8,3,3,3,3,3,0,3
1860,4,3,3,6,8,3,3,4,3,4,5,1,5,5,3,8,3,2,3,3,3,0,0
839,2,3,3,7,6,4,3,4,3,3,6,5,5,5,4,8,3,2,3,3,3,0,0
2349,4,3,3,7,5,3,3,3,3,1,1,1,3,5,3,8,3,2,3,3,3,0,4
1903,4,3,3,3,3,2,2,2,2,1,2,1,2,5,4,8,0,0,0,0,1,0,3
234,3,3,2,6,5,3,3,4,3,3,5,1,5,5,4,8,3,3,3,3,3,0,0
2172,4,3,3,5,6,3,4,3,3,1,5,4,3,5,3,8,4,1,3,3,1,0,0
2588,4,3,3,5,5,3,3,3,3,1,2,1,5,5,3,8,3,1,3,3,3,0,0
1289,4,3,3,6,7,4,4,4,3,1,2,1,5,5,3,5,3,1,2,3,3,0,3
1596,4,3,3,5,7,3,3,4,3,1,5,1,3,5,3,8,3,1,3,3,3,0,0
264,4,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,4,2,3,3,3,0,0
451,3,3,3,8,5,4,3,4,3,1,1,1,4,5,4,8,4,2,3,3,3,0,0
536,4,3,3,6,5,3,3,4,3,1,1,1,5,5,4,8,0,0,0,0,3,0,0
43,3,3,3,8,5,4,3,5,3,1,6,1,5,5,5,8,4,2,3,3,3,0,0
2223,4,3,3,6,5,3,4,4,3,2,5,3,3,5,4,8,4,1,3,3,3,0,3
2009,3,3,3,6,7,3,3,4,3,1,3,1,5,4,3,8,4,1,3,3,3,0,0
394,3,3,3,5,6,3,3,3,3,1,4,1,3,5,3,8,0,1,3,3,3,0,3
1738,3,3,3,6,5,3,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
1196,3,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
828,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,4,2,3,3,3,0,0
1694,4,3,3,10,5,5,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
571,4,3,3,6,5,3,3,4,3,1,6,1,4,5,3,8,0,1,3,3,3,0,0
1192,4,3,3,6,7,3,3,3,3,1,5,3,3,5,3,8,3,2,3,3,3,0,0
1806,3,3,3,8,5,4,3,4,3,1,1,1,5,5,4,8,4,2,3,3,3,0,0
962,3,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,0,3,3,3,3,0,0
2142,4,3,3,5,6,3,3,3,3,3,4,1,3,5,3,8,0,1,3,3,3,0,3
1648,4,3,3,7,6,3,3,4,3,1,6,1,3,5,4,8,3,3,3,3,3,0,0
618,4,3,3,6,5,4,3,3,3,1,3,1,3,5,3,8,0,1,4,3,3,0,3
2108,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
772,4,3,3,5,6,3,3,3,3,1,4,1,3,5,3,8,1,3,3,3,3,0,0
2672,4,3,3,6,5,3,3,3,3,1,1,1,4,5,2,8,4,1,3,3,3,0,0
2492,4,3,3,5,6,3,3,3,3,1,4,3,3,5,3,8,0,1,3,3,3,0,3
2903,4,3,3,9,5,5,3,4,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
2783,3,3,3,6,6,3,3,4,3,3,6,1,3,5,3,8,0,1,3,3,3,0,0
786,3,3,3,5,5,4,3,3,3,1,2,4,5,4,3,8,4,3,3,3,3,0,2
740,4,3,3,5,5,3,3,3,3,2,2,1,3,5,2,7,0,1,3,3,3,0,0
2546,4,3,3,6,6,3,3,3,3,1,4,1,3,5,3,8,4,2,3,3,3,0,3
851,3,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
1833,3,3,3,8,5,4,3,5,3,1,6,1,5,5,4,8,5,2,4,4,3,0,0
76,4,3,3,6,5,3,3,4,3,1,4,4,3,5,3,8,3,2,3,3,3,0,0
2151,1,3,3,8,5,4,3,4,3,1,6,1,5,5,4,8,3,3,3,3,3,0,0
1880,3,3,3,4,5,3,3,0,0,0,0,0,3,5,3,8,0,1,3,3,3,0,0
2907,4,3,3,6,5,3,4,5,4,1,6,1,5,5,3,8,0,3,3,3,3,0,0
1831,3,3,3,5,5,3,3,4,3,4,5,1,3,5,3,6,3,3,3,3,3,0,0
2836,4,3,3,4,5,3,3,3,3,1,1,1,3,3,3,6,0,1,2,3,3,0,0
1955,3,3,3,6,6,3,3,3,3,2,3,1,4,5,3,8,0,1,3,3,3,0,0
1926,4,3,3,5,5,3,3,3,3,1,3,1,3,4,3,8,0,1,3,3,3,0,2
2924,4,3,2,5,5,3,3,3,3,1,5,1,2,5,3,8,4,2,3,3,2,0,0
1003,3,3,3,8,5,4,3,4,3,2,1,1,5,5,4,8,0,2,3,3,3,0,0
1667,4,3,3,5,5,3,3,3,3,1,5,6,5,5,5,8,0,2,3,4,3,0,0
2905,4,3,3,7,5,3,4,4,3,4,6,1,4,5,3,8,0,3,3,3,3,0,0
921,3,3,3,6,7,3,3,3,3,1,4,1,2,5,4,8,4,1,3,3,2,0,0
1780,4,3,3,8,5,4,3,4,3,2,6,1,4,5,4,8,4,3,3,3,3,0,0
746,4,3,3,5,6,3,3,3,2,1,2,1,3,4,3,8,4,1,2,3,3,0,0
254,4,3,3,7,5,3,3,4,3,2,6,1,4,5,4,8,3,1,3,3,3,0,0
606,4,3,3,6,6,3,3,3,3,1,3,4,3,5,3,8,0,2,3,3,3,0,0
2703,4,3,3,5,7,3,3,0,0,0,0,0,3,5,3,8,3,1,3,3,3,0,0
1306,4,3,3,3,1,3,3,2,2,1,1,1,4,5,3,3,0,0,0,0,1,0,3
2102,3,3,3,7,5,4,3,4,3,3,1,1,5,5,4,8,4,3,3,3,3,0,0
1784,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,3,1,3,3,3,0,0
941,4,3,3,5,6,3,3,3,3,1,1,1,5,5,4,8,0,1,3,3,3,0,0
2699,4,3,3,5,5,3,2,3,3,1,4,1,3,5,3,8,3,1,3,3,3,0,2
2127,4,3,3,4,5,3,3,4,3,1,6,1,5,5,3,8,0,0,0,0,3,0,0
2607,4,3,3,6,5,3,3,3,3,1,3,1,5,5,3,8,3,2,3,3,3,0,2
1754,4,3,3,6,5,3,3,4,3,1,1,1,5,5,3,8,3,2,3,3,3,0,0
1367,3,3,3,5,7,3,4,3,3,1,2,3,3,5,3,8,0,2,3,3,3,0,3
580,4,3,3,6,6,3,3,3,3,1,3,1,5,5,3,8,0,1,3,3,3,0,0
341,4,3,3,6,5,4,4,4,3,2,6,1,5,5,4,8,2,3,3,3,3,0,0
26,4,3,3,5,6,3,3,3,3,1,4,1,5,5,3,8,2,1,3,3,3,0,0
2667,2,3,3,10,9,4,4,3,3,2,1,1,5,5,5,8,3,1,5,3,3,0,4
2884,3,3,2,8,5,4,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
28,4,3,3,4,5,3,3,3,3,1,5,1,3,5,3,8,1,0,0,0,3,0,0
531,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
2189,4,3,3,6,8,3,3,3,3,1,2,5,3,5,3,8,4,1,3,3,3,0,0
2508,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,2,3,3,3,0,0
573,4,3,3,7,5,4,3,4,3,1,6,1,5,5,4,8,0,1,3,3,3,0,0
1363,4,3,3,5,6,3,2,3,2,1,1,1,4,5,3,8,0,1,2,2,3,0,0
487,3,3,3,7,5,4,3,4,3,2,6,3,5,5,4,8,0,3,3,3,3,0,0
1083,4,3,3,7,5,4,3,4,4,1,6,1,5,5,4,8,4,3,3,3,3,0,0
1620,3,3,3,6,5,3,3,4,3,1,1,1,4,5,3,8,3,3,3,3,3,0,0
1929,3,3,3,5,6,3,3,3,3,3,3,1,3,5,3,8,3,2,3,3,3,0,0
1820,4,3,3,5,6,3,3,3,3,1,6,1,3,5,3,8,0,1,3,3,3,0,0
1398,4,3,3,5,8,3,4,4,3,3,5,1,5,5,4,8,0,1,3,3,3,0,3
2177,3,3,3,5,6,3,3,0,0,0,0,0,3,5,3,8,0,3,3,4,3,0,0
2144,4,3,3,4,8,3,4,3,3,1,3,1,4,5,4,8,0,1,3,3,3,0,0
2697,4,3,3,6,8,3,2,3,3,3,6,1,4,5,3,8,0,0,0,0,1,0,0
1403,3,3,2,4,6,3,3,4,3,4,4,1,5,5,4,7,4,3,3,3,3,0,0
596,4,3,3,5,6,3,3,3,3,1,4,3,5,5,3,8,0,1,3,3,3,0,2
922,3,3,3,5,7,4,4,3,2,1,3,1,5,5,3,6,3,1,3,3,3,0,0
2065,4,3,2,5,5,3,3,3,3,1,3,5,4,5,3,8,4,1,3,3,3,0,0
1710,4,3,3,8,5,4,3,5,3,2,6,1,5,5,4,8,4,3,3,3,3,0,0
1034,4,3,3,5,5,3,3,4,3,2,1,1,3,5,3,8,0,1,3,3,3,0,0
1057,4,3,3,8,5,4,3,5,3,4,6,4,5,5,5,8,5,3,3,3,3,0,0
470,4,3,3,7,5,4,3,4,3,1,5,1,5,5,4,8,3,2,3,3,3,0,0
819,4,3,3,9,5,5,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
2160,4,3,3,7,5,4,3,4,3,2,6,1,5,5,4,8,0,2,3,3,3,0,0
2552,4,3,3,6,8,3,3,3,3,1,4,1,5,5,3,8,2,1,3,3,3,0,3
41,4,3,3,7,5,4,3,4,3,2,4,1,5,5,4,8,4,2,3,3,3,0,0
742,4,3,3,4,7,3,3,3,3,1,1,1,5,5,4,8,0,1,3,3,3,0,0
686,4,3,3,4,7,3,3,3,3,1,1,1,3,3,3,8,0,1,3,3,3,0,0
314,3,3,3,6,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
1630,3,3,3,6,5,3,3,4,3,1,1,1,4,5,3,8,3,2,3,3,3,0,0
191,4,3,3,6,7,3,3,2,3,1,3,1,5,5,3,7,0,1,3,3,3,0,0
1626,4,3,3,6,5,3,3,4,3,1,1,1,5,5,3,8,3,3,3,3,3,0,0
59,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
2632,3,3,3,5,5,3,3,3,3,3,4,1,3,5,3,8,0,1,3,3,3,0,0
1835,3,3,3,8,5,4,3,4,3,3,6,1,5,5,4,8,4,3,3,3,3,0,0
2675,4,3,3,5,7,3,3,4,3,2,3,1,3,5,3,8,4,1,3,3,3,0,3
1503,4,3,3,4,4,3,3,3,3,1,5,1,3,3,2,8,0,0,0,0,3,0,0
1963,4,3,3,5,7,3,3,3,3,1,3,1,5,5,3,8,0,2,3,3,3,0,1
1352,4,3,3,6,7,3,3,3,3,1,1,1,4,5,4,8,4,1,3,3,1,0,0
1519,4,3,3,6,5,3,3,3,3,1,3,1,2,5,3,8,4,1,3,3,3,0,0
1305,4,3,3,4,7,3,3,3,3,1,1,1,5,5,3,8,0,1,2,3,3,0,0
2014,4,3,3,6,5,3,3,3,3,1,2,1,4,5,3,8,4,1,3,3,3,0,0
1,3,3,3,6,5,3,3,3,4,4,4,1,2,5,3,8,4,3,3,3,2,0,0
1052,4,3,3,10,5,5,3,5,3,3,6,1,5,5,5,8,5,3,3,3,3,0,0
622,4,3,3,5,7,4,3,3,3,1,5,1,4,5,4,8,4,1,3,3,3,0,0
913,4,3,3,6,8,4,3,3,3,1,1,1,5,5,4,8,4,1,3,3,3,0,0
1058,3,3,3,9,5,5,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
2348,4,3,3,7,5,3,3,4,3,3,6,1,4,5,3,8,3,3,3,3,3,0,0
1527,4,3,3,6,6,3,3,4,3,1,1,1,5,5,3,8,0,1,3,3,3,0,0
1011,3,3,3,8,5,4,3,5,3,4,6,1,5,5,5,8,4,3,3,3,3,0,0
1332,4,3,3,5,6,3,3,3,3,1,5,1,4,5,4,8,0,0,0,0,3,0,0
709,4,3,3,2,4,3,4,0,0,0,0,0,2,4,3,8,0,1,3,2,1,0,0
209,4,3,3,7,7,3,4,3,3,2,1,1,5,5,3,8,3,1,3,3,3,0,0
619,4,3,3,6,5,3,3,3,3,1,6,1,3,5,3,8,4,3,3,3,3,0,0
2150,4,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,0,3,3,3,3,0,0
2704,3,3,3,5,3,3,3,3,3,1,1,1,4,5,3,8,0,1,3,3,2,0,0
2839,4,3,3,5,7,3,3,3,3,1,3,1,3,5,3,8,0,1,3,3,1,0,0
1242,4,3,3,6,5,3,3,4,3,1,2,1,4,4,3,8,4,2,3,3,3,0,0
2714,4,3,3,6,7,3,3,3,3,1,5,1,3,5,3,8,3,3,3,3,3,0,0
799,4,3,3,4,5,3,3,3,3,2,1,1,3,5,3,8,4,1,2,1,2,0,3
1260,4,3,3,4,7,3,3,0,0,0,0,0,3,4,3,8,0,0,0,0,1,0,0
2107,4,3,3,7,5,4,3,4,3,3,1,1,5,5,4,8,0,2,3,3,3,0,0
2486,4,3,3,5,4,3,3,3,3,1,2,1,5,5,3,8,0,1,3,3,3,0,0
1911,4,3,3,5,5,3,3,3,3,1,1,1,3,5,3,8,0,1,3,3,3,0,0
896,4,3,3,5,5,3,3,2,3,2,3,1,3,4,3,7,0,2,3,3,3,0,0
272,4,3,3,7,5,4,3,4,3,3,6,1,5,5,4,8,0,2,3,3,3,0,0
2521,3,3,3,8,5,4,3,4,3,4,6,1,3,5,4,8,2,3,3,3,3,0,0
2324,3,3,3,6,6,3,3,4,3,1,6,1,4,5,3,8,3,3,3,3,3,0,3
1953,3,3,3,7,5,3,3,3,3,3,3,5,3,5,3,8,3,1,3,3,3,0,3
887,4,3,2,4,6,3,3,3,3,2,5,1,5,5,3,8,4,1,2,2,3,0,0
1479,4,3,3,7,6,4,3,4,3,1,6,1,5,5,4,8,0,2,3,3,3,0,0
1317,4,3,3,6,7,3,3,2,3,1,1,1,5,5,3,8,3,1,4,3,3,0,0
1750,3,3,3,7,5,4,3,4,3,3,1,1,5,5,4,8,4,2,3,3,3,0,0
2815,4,3,3,6,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
2692,4,3,3,5,8,2,4,2,2,1,1,1,4,5,3,8,0,1,3,3,1,0,3
1090,3,3,3,7,5,4,3,4,3,1,1,1,5,5,4,8,4,3,3,3,3,0,0
1912,3,3,3,5,6,3,3,3,3,3,6,1,5,5,3,8,3,3,3,3,3,0,0
1634,3,3,3,8,5,4,3,4,3,4,6,1,4,5,3,8,0,2,3,3,3,0,0
1974,4,3,3,5,7,4,4,3,3,1,1,1,3,5,3,8,0,2,3,3,3,0,0
1764,4,3,3,10,5,5,3,5,3,4,6,1,5,5,5,8,4,2,3,3,3,0,0
634,3,3,3,6,8,4,3,3,3,1,5,1,3,5,4,8,0,1,3,3,3,0,0
1683,4,3,3,7,7,3,3,4,3,1,6,1,3,5,3,8,0,1,3,3,3,0,0
2199,4,3,3,5,5,3,3,3,3,2,4,1,3,5,3,8,0,1,3,3,3,0,3
2789,3,3,3,6,5,3,3,4,3,1,6,1,5,5,3,8,0,1,3,3,3,0,3
1018,3,3,3,7,6,4,3,4,4,2,6,1,5,5,5,8,5,2,3,3,3,0,0
14,4,3,3,7,5,3,3,4,3,4,6,1,4,5,4,8,1,1,3,3,3,0,0
2782,3,3,3,5,5,3,3,3,3,3,5,1,4,5,3,8,0,1,3,3,3,0,0
2626,4,3,3,3,4,3,3,0,0,0,0,0,2,4,3,8,0,1,3,3,3,0,0
1175,3,3,3,7,5,3,3,3,3,1,6,1,5,5,3,8,3,3,3,3,3,0,0
1232,4,3,3,6,9,4,4,3,3,1,1,1,3,5,4,8,4,2,3,3,3,0,4
2590,4,3,3,5,6,3,3,3,3,1,3,1,5,5,3,8,0,3,3,3,3,0,0
2463,4,3,3,8,5,4,3,4,4,1,1,1,5,5,4,8,4,2,3,3,3,0,0
2358,4,3,3,6,6,3,3,3,3,1,5,2,2,5,4,8,2,2,3,3,3,1,4
2911,4,3,3,6,4,3,3,4,3,1,5,1,4,5,3,4,4,3,3,3,3,0,4
